LSOA code,Month,crime_count,neighbor_crime_count,crime_1m_ago,crime_3m_ago,crime_6m_ago,yearly_avg,neighbor_1m_ago,neighbor_3m_ago,neighbor_6m_ago
E01000011,2024-08-01,8,55,3.0,1.0,7.0,3.8333333333333335,58.0,67.0,53.0
E01000011,2024-09-01,8,48,8.0,3.0,1.0,4.083333333333333,55.0,78.0,47.0
E01000011,2024-10-01,5,74,8.0,3.0,4.0,4.416666666666667,48.0,58.0,69.0
E01000011,2024-11-01,2,35,5.0,8.0,1.0,4.75,74.0,55.0,67.0
E01000011,2024-12-01,7,63,2.0,8.0,3.0,4.5,35.0,48.0,78.0
E01000011,2025-01-01,4,62,7.0,5.0,3.0,4.5,63.0,74.0,58.0
E01000011,2025-02-01,5,54,4.0,2.0,8.0,4.416666666666667,62.0,35.0,55.0
E01000011,2025-03-01,4,65,5.0,7.0,8.0,4.25,54.0,63.0,48.0
E01000011,2025-04-01,8,72,4.0,4.0,5.0,4.5,65.0,62.0,74.0
E01000011,2025-05-01,6,51,8.0,5.0,2.0,4.833333333333333,72.0,54.0,35.0
E01000011,2025-06-01,5,67,6.0,4.0,7.0,5.25,51.0,65.0,63.0
E01000011,2025-07-01,6,56,5.0,8.0,4.0,5.416666666666667,67.0,72.0,62.0
E01000011,2025-08-01,3,44,6.0,6.0,5.0,5.666666666666667,56.0,51.0,54.0
E01000011,2025-09-01,2,61,3.0,5.0,4.0,5.25,44.0,67.0,65.0
E01000011,2025-10-01,0,58,2.0,6.0,8.0,4.75,61.0,56.0,72.0
E01000011,2025-11-01,5,61,0.0,3.0,6.0,4.333333333333333,58.0,44.0,51.0
E01000011,2025-12-01,1,56,5.0,2.0,5.0,4.583333333333333,61.0,61.0,67.0
E01000011,2026-01-01,4,60,1.0,0.0,6.0,4.083333333333333,56.0,58.0,56.0
E01000011,2026-02-01,2,53,4.0,5.0,3.0,4.083333333333333,60.0,61.0,44.0
E01000011,2026-03-01,5,59,2.0,1.0,2.0,3.8333333333333335,53.0,56.0,61.0
E01000012,2023-04-01,20,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000012,2023-05-01,12,80,20.0,0.0,0.0,0.0,75.0,0.0,0.0
E01000012,2023-06-01,10,94,12.0,0.0,0.0,0.0,80.0,0.0,0.0
E01000012,2023-07-01,11,99,10.0,20.0,0.0,0.0,94.0,75.0,0.0
E01000012,2023-08-01,11,87,11.0,12.0,0.0,0.0,99.0,80.0,0.0
E01000012,2023-09-01,9,71,11.0,10.0,0.0,0.0,87.0,94.0,0.0
E01000012,2023-10-01,8,54,9.0,11.0,20.0,0.0,71.0,99.0,75.0
E01000012,2023-11-01,8,67,8.0,11.0,12.0,0.0,54.0,87.0,80.0
E01000012,2023-12-01,16,84,8.0,9.0,10.0,0.0,67.0,71.0,94.0
E01000012,2024-01-01,11,67,16.0,8.0,11.0,0.0,84.0,54.0,99.0
E01000012,2024-02-01,10,80,11.0,8.0,11.0,0.0,67.0,67.0,87.0
E01000012,2024-03-01,7,72,10.0,16.0,9.0,0.0,80.0,84.0,71.0
E01000012,2024-04-01,9,105,7.0,11.0,8.0,11.083333333333334,72.0,67.0,54.0
E01000012,2024-05-01,16,77,9.0,10.0,8.0,10.166666666666666,105.0,80.0,67.0
E01000012,2024-06-01,11,88,16.0,7.0,16.0,10.5,77.0,72.0,84.0
E01000012,2024-07-01,12,78,11.0,9.0,11.0,10.583333333333334,88.0,105.0,67.0
E01000012,2024-08-01,16,59,12.0,16.0,10.0,10.666666666666666,78.0,77.0,80.0
E01000012,2024-09-01,7,67,16.0,11.0,7.0,11.083333333333334,59.0,88.0,72.0
E01000012,2024-10-01,24,69,7.0,12.0,9.0,10.916666666666666,67.0,78.0,105.0
E01000012,2024-11-01,3,68,24.0,16.0,16.0,12.25,69.0,59.0,77.0
E01000012,2024-12-01,9,68,3.0,7.0,11.0,11.833333333333334,68.0,67.0,88.0
E01000012,2025-01-01,8,78,9.0,24.0,12.0,11.25,68.0,69.0,78.0
E01000012,2025-02-01,12,81,8.0,3.0,16.0,11.0,78.0,68.0,59.0
E01000012,2025-03-01,8,65,12.0,9.0,7.0,11.166666666666666,81.0,68.0,67.0
E01000012,2025-04-01,8,87,8.0,8.0,24.0,11.25,65.0,78.0,69.0
E01000012,2025-05-01,11,64,8.0,12.0,3.0,11.166666666666666,87.0,81.0,68.0
E01000012,2025-06-01,9,62,11.0,8.0,9.0,10.75,64.0,65.0,68.0
E01000012,2025-07-01,7,71,9.0,8.0,8.0,10.583333333333334,62.0,87.0,78.0
E01000012,2025-08-01,9,66,7.0,11.0,12.0,10.166666666666666,71.0,64.0,81.0
E01000012,2025-09-01,20,69,9.0,9.0,8.0,9.583333333333334,66.0,62.0,65.0
E01000012,2025-10-01,11,63,20.0,7.0,8.0,10.666666666666666,69.0,71.0,87.0
E01000012,2025-11-01,16,90,11.0,9.0,11.0,9.583333333333334,63.0,66.0,64.0
E01000012,2025-12-01,9,67,16.0,20.0,9.0,10.666666666666666,90.0,69.0,62.0
E01000012,2026-01-01,19,59,9.0,11.0,7.0,10.666666666666666,67.0,63.0,71.0
E01000012,2026-02-01,11,60,19.0,16.0,9.0,11.583333333333334,59.0,90.0,66.0
E01000012,2026-03-01,10,83,11.0,9.0,20.0,11.5,60.0,67.0,69.0
E01000013,2023-04-01,13,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000013,2023-05-01,29,47,13.0,0.0,0.0,0.0,47.0,0.0,0.0
E01000013,2023-06-01,26,46,29.0,0.0,0.0,0.0,47.0,0.0,0.0
E01000013,2023-07-01,21,43,26.0,13.0,0.0,0.0,46.0,47.0,0.0
E01000013,2023-08-01,9,44,21.0,29.0,0.0,0.0,43.0,47.0,0.0
E01000013,2023-09-01,16,37,9.0,26.0,0.0,0.0,44.0,46.0,0.0
E01000013,2023-10-01,15,34,16.0,21.0,13.0,0.0,37.0,43.0,47.0
E01000013,2023-11-01,10,44,15.0,9.0,29.0,0.0,34.0,44.0,47.0
E01000013,2023-12-01,21,42,10.0,16.0,26.0,0.0,44.0,37.0,46.0
E01000013,2024-01-01,16,45,21.0,15.0,21.0,0.0,42.0,34.0,43.0
E01000013,2024-02-01,12,43,16.0,10.0,9.0,0.0,45.0,44.0,44.0
E01000013,2024-03-01,18,44,12.0,21.0,16.0,0.0,43.0,42.0,37.0
E01000013,2024-04-01,12,55,18.0,16.0,15.0,17.166666666666668,44.0,45.0,34.0
E01000013,2024-05-01,14,56,12.0,12.0,10.0,17.083333333333332,55.0,43.0,44.0
E01000013,2024-06-01,12,47,14.0,18.0,21.0,15.833333333333334,56.0,44.0,42.0
E01000013,2024-07-01,11,52,12.0,12.0,16.0,14.666666666666666,47.0,55.0,45.0
E01000013,2024-08-01,9,52,11.0,14.0,12.0,13.833333333333334,52.0,56.0,43.0
E01000013,2024-09-01,19,58,9.0,12.0,18.0,13.833333333333334,52.0,47.0,44.0
E01000013,2024-10-01,13,66,19.0,11.0,12.0,14.083333333333334,58.0,52.0,55.0
E01000013,2024-11-01,14,40,13.0,9.0,14.0,13.916666666666666,66.0,52.0,56.0
E01000013,2024-12-01,16,39,14.0,19.0,12.0,14.25,40.0,58.0,47.0
E01000013,2025-01-01,21,48,16.0,13.0,11.0,13.833333333333334,39.0,66.0,52.0
E01000013,2025-02-01,9,38,21.0,14.0,9.0,14.25,48.0,40.0,52.0
E01000013,2025-03-01,19,53,9.0,16.0,19.0,14.0,38.0,39.0,58.0
E01000013,2025-04-01,14,41,19.0,21.0,13.0,14.083333333333334,53.0,48.0,66.0
E01000013,2025-05-01,18,51,14.0,9.0,14.0,14.25,41.0,38.0,40.0
E01000013,2025-06-01,17,49,18.0,19.0,16.0,14.583333333333334,51.0,53.0,39.0
E01000013,2025-07-01,29,51,17.0,14.0,21.0,15.0,49.0,41.0,48.0
E01000013,2025-08-01,21,37,29.0,18.0,9.0,16.5,51.0,51.0,38.0
E01000013,2025-09-01,17,52,21.0,17.0,19.0,17.5,37.0,49.0,53.0
E01000013,2025-10-01,25,61,17.0,29.0,14.0,17.333333333333332,52.0,51.0,41.0
E01000013,2025-11-01,14,55,25.0,21.0,18.0,18.333333333333332,61.0,37.0,51.0
E01000013,2025-12-01,14,51,14.0,17.0,17.0,18.333333333333332,55.0,52.0,49.0
E01000013,2026-01-01,22,44,14.0,25.0,29.0,18.166666666666668,51.0,61.0,51.0
E01000013,2026-02-01,15,38,22.0,14.0,21.0,18.25,44.0,55.0,37.0
E01000013,2026-03-01,27,41,15.0,14.0,17.0,18.75,38.0,51.0,52.0
E01000014,2023-04-01,9,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000014,2023-05-01,7,68,9.0,0.0,0.0,0.0,50.0,0.0,0.0
E01000014,2023-06-01,5,60,7.0,0.0,0.0,0.0,68.0,0.0,0.0
E01000014,2023-07-01,3,58,5.0,9.0,0.0,0.0,60.0,50.0,0.0
E01000014,2023-08-01,4,56,3.0,7.0,0.0,0.0,58.0,68.0,0.0
E01000014,2023-09-01,3,57,4.0,5.0,0.0,0.0,56.0,60.0,0.0
E01000014,2023-10-01,6,51,3.0,3.0,9.0,0.0,57.0,58.0,50.0
E01000014,2023-11-01,2,40,6.0,4.0,7.0,0.0,51.0,56.0,68.0
E01000014,2023-12-01,10,54,2.0,3.0,5.0,0.0,40.0,57.0,60.0
E01000014,2024-01-01,6,57,10.0,6.0,3.0,0.0,54.0,51.0,58.0
E01000014,2024-02-01,10,39,6.0,2.0,4.0,0.0,57.0,40.0,56.0
E01000014,2024-03-01,10,68,10.0,10.0,3.0,0.0,39.0,54.0,57.0
E01000014,2024-04-01,6,52,10.0,6.0,6.0,6.25,68.0,57.0,51.0
E01000014,2024-05-01,5,52,6.0,10.0,2.0,6.0,52.0,39.0,40.0
E01000014,2024-06-01,7,53,5.0,10.0,10.0,5.833333333333333,52.0,68.0,54.0
E01000014,2024-07-01,8,45,7.0,6.0,6.0,6.0,53.0,52.0,57.0
E01000014,2024-08-01,8,47,8.0,5.0,10.0,6.416666666666667,45.0,52.0,39.0
E01000014,2024-09-01,6,66,8.0,7.0,10.0,6.75,47.0,53.0,68.0
E01000014,2024-10-01,10,60,6.0,8.0,6.0,7.0,66.0,45.0,52.0
E01000014,2024-11-01,4,63,10.0,8.0,5.0,7.333333333333333,60.0,47.0,52.0
E01000014,2024-12-01,7,42,4.0,6.0,7.0,7.5,63.0,66.0,53.0
E01000014,2025-01-01,14,54,7.0,10.0,8.0,7.25,42.0,60.0,45.0
E01000014,2025-02-01,11,30,14.0,4.0,8.0,7.916666666666667,54.0,63.0,47.0
E01000014,2025-03-01,6,70,11.0,7.0,6.0,8.0,30.0,42.0,66.0
E01000014,2025-04-01,12,45,6.0,14.0,10.0,7.666666666666667,70.0,54.0,60.0
E01000014,2025-05-01,14,46,12.0,11.0,4.0,8.166666666666666,45.0,30.0,63.0
E01000014,2025-06-01,9,57,14.0,6.0,7.0,8.916666666666666,46.0,70.0,42.0
E01000014,2025-07-01,16,78,9.0,12.0,14.0,9.083333333333334,57.0,45.0,54.0
E01000014,2025-08-01,2,56,16.0,14.0,11.0,9.75,78.0,46.0,30.0
E01000014,2025-09-01,6,59,2.0,9.0,6.0,9.25,56.0,57.0,70.0
E01000014,2025-10-01,17,64,6.0,16.0,12.0,9.25,59.0,78.0,45.0
E01000014,2025-11-01,7,58,17.0,2.0,14.0,9.833333333333334,64.0,56.0,46.0
E01000014,2025-12-01,8,61,7.0,6.0,9.0,10.083333333333334,58.0,59.0,57.0
E01000014,2026-01-01,8,63,8.0,17.0,16.0,10.166666666666666,61.0,64.0,78.0
E01000014,2026-02-01,6,57,8.0,7.0,2.0,9.666666666666666,63.0,58.0,56.0
E01000014,2026-03-01,10,64,6.0,8.0,6.0,9.25,57.0,61.0,59.0
E01000015,2023-04-01,12,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000015,2023-05-01,8,93,12.0,0.0,0.0,0.0,89.0,0.0,0.0
E01000015,2023-06-01,4,99,8.0,0.0,0.0,0.0,93.0,0.0,0.0
E01000015,2023-07-01,7,82,4.0,12.0,0.0,0.0,99.0,89.0,0.0
E01000015,2023-08-01,6,73,7.0,8.0,0.0,0.0,82.0,93.0,0.0
E01000015,2023-09-01,6,88,6.0,4.0,0.0,0.0,73.0,99.0,0.0
E01000015,2023-10-01,6,55,6.0,7.0,12.0,0.0,88.0,82.0,89.0
E01000015,2023-11-01,3,69,6.0,6.0,8.0,0.0,55.0,73.0,93.0
E01000015,2023-12-01,2,81,3.0,6.0,4.0,0.0,69.0,88.0,99.0
E01000015,2024-01-01,7,90,2.0,6.0,7.0,0.0,81.0,55.0,82.0
E01000015,2024-02-01,6,72,7.0,3.0,6.0,0.0,90.0,69.0,73.0
E01000015,2024-03-01,2,87,6.0,2.0,6.0,0.0,72.0,81.0,88.0
E01000015,2024-04-01,5,94,2.0,7.0,6.0,5.75,87.0,90.0,55.0
E01000015,2024-05-01,5,83,5.0,6.0,3.0,5.166666666666667,94.0,72.0,69.0
E01000015,2024-06-01,6,71,5.0,2.0,2.0,4.916666666666667,83.0,87.0,81.0
E01000015,2024-07-01,7,101,6.0,5.0,7.0,5.083333333333333,71.0,94.0,90.0
E01000015,2024-08-01,9,75,7.0,5.0,6.0,5.083333333333333,101.0,83.0,72.0
E01000015,2024-09-01,9,95,9.0,6.0,2.0,5.333333333333333,75.0,71.0,87.0
E01000015,2024-10-01,9,93,9.0,7.0,5.0,5.583333333333333,95.0,101.0,94.0
E01000015,2024-11-01,2,80,9.0,9.0,5.0,5.833333333333333,93.0,75.0,83.0
E01000015,2024-12-01,6,70,2.0,9.0,6.0,5.75,80.0,95.0,71.0
E01000015,2025-01-01,7,82,6.0,9.0,7.0,6.083333333333333,70.0,93.0,101.0
E01000015,2025-02-01,5,48,7.0,2.0,9.0,6.083333333333333,82.0,80.0,75.0
E01000015,2025-03-01,10,85,5.0,6.0,9.0,6.0,48.0,70.0,95.0
E01000015,2025-04-01,4,71,10.0,7.0,9.0,6.666666666666667,85.0,82.0,93.0
E01000015,2025-05-01,7,94,4.0,5.0,2.0,6.583333333333333,71.0,48.0,80.0
E01000015,2025-06-01,16,70,7.0,10.0,6.0,6.75,94.0,85.0,70.0
E01000015,2025-07-01,5,89,16.0,4.0,7.0,7.583333333333333,70.0,71.0,82.0
E01000015,2025-08-01,8,81,5.0,7.0,5.0,7.416666666666667,89.0,94.0,48.0
E01000015,2025-09-01,3,84,8.0,16.0,10.0,7.333333333333333,81.0,70.0,85.0
E01000015,2025-10-01,9,97,3.0,5.0,4.0,6.833333333333333,84.0,89.0,71.0
E01000015,2025-11-01,2,104,9.0,8.0,7.0,6.833333333333333,97.0,81.0,94.0
E01000015,2025-12-01,6,86,2.0,3.0,16.0,6.833333333333333,104.0,84.0,70.0
E01000015,2026-01-01,8,89,6.0,9.0,5.0,6.833333333333333,86.0,97.0,89.0
E01000015,2026-02-01,4,58,8.0,2.0,8.0,6.916666666666667,89.0,104.0,81.0
E01000015,2026-03-01,3,90,4.0,6.0,3.0,6.833333333333333,58.0,86.0,84.0
E01000016,2023-04-01,7,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000016,2023-05-01,4,66,7.0,0.0,0.0,0.0,91.0,0.0,0.0
E01000016,2023-06-01,7,53,4.0,0.0,0.0,0.0,66.0,0.0,0.0
E01000016,2023-07-01,2,62,7.0,7.0,0.0,0.0,53.0,91.0,0.0
E01000016,2023-08-01,7,64,2.0,4.0,0.0,0.0,62.0,66.0,0.0
E01000016,2023-09-01,7,72,7.0,7.0,0.0,0.0,64.0,53.0,0.0
E01000016,2023-10-01,7,61,7.0,2.0,7.0,0.0,72.0,62.0,91.0
E01000016,2023-11-01,3,57,7.0,7.0,4.0,0.0,61.0,64.0,66.0
E01000016,2023-12-01,3,68,3.0,7.0,7.0,0.0,57.0,72.0,53.0
E01000016,2024-01-01,9,75,3.0,7.0,2.0,0.0,68.0,61.0,62.0
E01000016,2024-02-01,3,75,9.0,3.0,7.0,0.0,75.0,57.0,64.0
E01000016,2024-03-01,2,82,3.0,3.0,7.0,0.0,75.0,68.0,72.0
E01000016,2024-04-01,4,67,2.0,9.0,7.0,5.083333333333333,82.0,75.0,61.0
E01000016,2024-05-01,8,47,4.0,3.0,3.0,4.833333333333333,67.0,75.0,57.0
E01000016,2024-06-01,7,72,8.0,2.0,3.0,5.166666666666667,47.0,82.0,68.0
E01000016,2024-07-01,9,77,7.0,4.0,9.0,5.166666666666667,72.0,67.0,75.0
E01000016,2024-08-01,2,77,9.0,8.0,3.0,5.75,77.0,47.0,75.0
E01000016,2024-09-01,8,74,2.0,7.0,2.0,5.333333333333333,77.0,72.0,82.0
E01000016,2024-10-01,4,85,8.0,9.0,4.0,5.416666666666667,74.0,77.0,67.0
E01000016,2024-11-01,12,55,4.0,2.0,8.0,5.166666666666667,85.0,77.0,47.0
E01000016,2024-12-01,4,62,12.0,8.0,7.0,5.916666666666667,55.0,74.0,72.0
E01000016,2025-01-01,4,63,4.0,4.0,9.0,6.0,62.0,85.0,77.0
E01000016,2025-02-01,1,59,4.0,12.0,2.0,5.583333333333333,63.0,55.0,77.0
E01000016,2025-03-01,6,91,1.0,4.0,8.0,5.416666666666667,59.0,62.0,74.0
E01000016,2025-04-01,2,68,6.0,4.0,4.0,5.75,91.0,63.0,85.0
E01000016,2025-05-01,3,91,2.0,1.0,12.0,5.583333333333333,68.0,59.0,55.0
E01000016,2025-06-01,7,83,3.0,6.0,4.0,5.166666666666667,91.0,91.0,62.0
E01000016,2025-07-01,5,86,7.0,2.0,4.0,5.166666666666667,83.0,68.0,63.0
E01000016,2025-08-01,4,64,5.0,3.0,1.0,4.833333333333333,86.0,91.0,59.0
E01000016,2025-09-01,1,67,4.0,7.0,6.0,5.0,64.0,83.0,91.0
E01000016,2025-10-01,3,86,1.0,5.0,2.0,4.416666666666667,67.0,86.0,68.0
E01000016,2025-11-01,6,73,3.0,4.0,3.0,4.333333333333333,86.0,64.0,91.0
E01000016,2025-12-01,11,58,6.0,1.0,7.0,3.8333333333333335,73.0,67.0,83.0
E01000016,2026-01-01,7,71,11.0,3.0,5.0,4.416666666666667,58.0,86.0,86.0
E01000016,2026-02-01,2,58,7.0,6.0,4.0,4.666666666666667,71.0,73.0,64.0
E01000016,2026-03-01,3,79,2.0,11.0,1.0,4.75,58.0,58.0,67.0
E01000017,2023-04-01,3,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000017,2023-05-01,5,35,3.0,0.0,0.0,0.0,39.0,0.0,0.0
E01000017,2023-06-01,1,38,5.0,0.0,0.0,0.0,35.0,0.0,0.0
E01000017,2023-07-01,0,39,1.0,3.0,0.0,0.0,38.0,39.0,0.0
E01000017,2023-08-01,3,35,0.0,5.0,0.0,0.0,39.0,35.0,0.0
E01000017,2023-09-01,3,49,3.0,1.0,0.0,0.0,35.0,38.0,0.0
E01000017,2023-10-01,2,34,3.0,0.0,3.0,0.0,49.0,39.0,39.0
E01000017,2023-11-01,3,34,2.0,3.0,5.0,0.0,34.0,35.0,35.0
E01000017,2023-12-01,2,40,3.0,3.0,1.0,0.0,34.0,49.0,38.0
E01000017,2024-01-01,3,46,2.0,2.0,0.0,0.0,40.0,34.0,39.0
E01000017,2024-02-01,3,39,3.0,3.0,3.0,0.0,46.0,34.0,35.0
E01000017,2024-03-01,5,33,3.0,2.0,3.0,0.0,39.0,40.0,49.0
E01000017,2024-04-01,1,37,5.0,3.0,2.0,2.75,33.0,46.0,34.0
E01000017,2024-05-01,2,38,1.0,3.0,3.0,2.5833333333333335,37.0,39.0,34.0
E01000017,2024-06-01,8,41,2.0,5.0,2.0,2.3333333333333335,38.0,33.0,40.0
E01000017,2024-07-01,6,40,8.0,1.0,3.0,2.9166666666666665,41.0,37.0,46.0
E01000017,2024-08-01,7,28,6.0,2.0,3.0,3.4166666666666665,40.0,38.0,39.0
E01000017,2024-09-01,2,49,7.0,8.0,5.0,3.75,28.0,41.0,33.0
E01000017,2024-10-01,3,49,2.0,6.0,1.0,3.6666666666666665,49.0,40.0,37.0
E01000017,2024-11-01,4,48,3.0,7.0,2.0,3.75,49.0,28.0,38.0
E01000017,2024-12-01,1,35,4.0,2.0,8.0,3.8333333333333335,48.0,49.0,41.0
E01000017,2025-01-01,2,46,1.0,3.0,6.0,3.75,35.0,49.0,40.0
E01000017,2025-02-01,2,35,2.0,4.0,7.0,3.6666666666666665,46.0,48.0,28.0
E01000017,2025-03-01,4,53,2.0,1.0,2.0,3.5833333333333335,35.0,35.0,49.0
E01000017,2025-04-01,1,48,4.0,2.0,3.0,3.5,53.0,46.0,49.0
E01000017,2025-05-01,3,41,1.0,2.0,4.0,3.5,48.0,35.0,48.0
E01000017,2025-06-01,7,45,3.0,4.0,1.0,3.5833333333333335,41.0,53.0,35.0
E01000017,2025-07-01,8,52,7.0,1.0,2.0,3.5,45.0,48.0,46.0
E01000017,2025-08-01,4,40,8.0,3.0,2.0,3.6666666666666665,52.0,41.0,35.0
E01000017,2025-09-01,1,40,4.0,7.0,4.0,3.4166666666666665,40.0,45.0,53.0
E01000017,2025-10-01,2,60,1.0,8.0,1.0,3.3333333333333335,40.0,52.0,48.0
E01000017,2025-11-01,7,47,2.0,4.0,3.0,3.25,60.0,40.0,41.0
E01000017,2025-12-01,3,41,7.0,1.0,7.0,3.5,47.0,40.0,45.0
E01000017,2026-01-01,3,38,3.0,2.0,8.0,3.6666666666666665,41.0,60.0,52.0
E01000017,2026-02-01,6,30,3.0,7.0,4.0,3.75,38.0,47.0,40.0
E01000017,2026-03-01,4,39,6.0,3.0,1.0,4.083333333333333,30.0,41.0,40.0
E01000018,2023-04-01,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000018,2023-05-01,3,48,3.0,0.0,0.0,0.0,41.0,0.0,0.0
E01000018,2023-06-01,3,42,3.0,0.0,0.0,0.0,48.0,0.0,0.0
E01000018,2023-07-01,3,33,3.0,3.0,0.0,0.0,42.0,41.0,0.0
E01000018,2023-08-01,1,26,3.0,3.0,0.0,0.0,33.0,48.0,0.0
E01000018,2023-09-01,3,32,1.0,3.0,0.0,0.0,26.0,42.0,0.0
E01000018,2023-10-01,5,34,3.0,3.0,3.0,0.0,32.0,33.0,41.0
E01000018,2023-11-01,6,18,5.0,1.0,3.0,0.0,34.0,26.0,48.0
E01000018,2023-12-01,2,36,6.0,3.0,3.0,0.0,18.0,32.0,42.0
E01000018,2024-01-01,2,38,2.0,5.0,3.0,0.0,36.0,34.0,33.0
E01000018,2024-02-01,3,31,2.0,6.0,1.0,0.0,38.0,18.0,26.0
E01000018,2024-03-01,2,32,3.0,2.0,3.0,0.0,31.0,36.0,32.0
E01000018,2024-04-01,7,27,2.0,2.0,5.0,3.0,32.0,38.0,34.0
E01000018,2024-05-01,3,32,7.0,3.0,6.0,3.3333333333333335,27.0,31.0,18.0
E01000018,2024-06-01,5,32,3.0,2.0,2.0,3.3333333333333335,32.0,32.0,36.0
E01000018,2024-07-01,2,35,5.0,7.0,2.0,3.5,32.0,27.0,38.0
E01000018,2024-08-01,3,28,2.0,3.0,3.0,3.4166666666666665,35.0,32.0,31.0
E01000018,2024-09-01,5,42,3.0,5.0,2.0,3.5833333333333335,28.0,32.0,32.0
E01000018,2024-10-01,5,36,5.0,2.0,7.0,3.75,42.0,35.0,27.0
E01000018,2024-11-01,5,32,5.0,3.0,3.0,3.75,36.0,28.0,32.0
E01000018,2024-12-01,0,33,5.0,5.0,5.0,3.6666666666666665,32.0,42.0,32.0
E01000018,2025-01-01,2,46,0.0,5.0,2.0,3.5,33.0,36.0,35.0
E01000018,2025-02-01,1,26,2.0,5.0,3.0,3.5,46.0,32.0,28.0
E01000018,2025-03-01,8,41,1.0,0.0,5.0,3.3333333333333335,26.0,33.0,42.0
E01000018,2025-04-01,0,32,8.0,2.0,5.0,3.8333333333333335,41.0,46.0,36.0
E01000018,2025-05-01,4,42,0.0,1.0,5.0,3.25,32.0,26.0,32.0
E01000018,2025-06-01,0,49,4.0,8.0,0.0,3.3333333333333335,42.0,41.0,33.0
E01000018,2025-07-01,6,55,0.0,0.0,2.0,2.9166666666666665,49.0,32.0,46.0
E01000018,2025-08-01,3,35,6.0,4.0,1.0,3.25,55.0,42.0,26.0
E01000018,2025-09-01,4,27,3.0,0.0,8.0,3.25,35.0,49.0,41.0
E01000018,2025-10-01,4,54,4.0,6.0,0.0,3.1666666666666665,27.0,55.0,32.0
E01000018,2025-11-01,6,29,4.0,3.0,4.0,3.0833333333333335,54.0,35.0,42.0
E01000018,2025-12-01,4,39,6.0,4.0,0.0,3.1666666666666665,29.0,27.0,49.0
E01000018,2026-01-01,5,45,4.0,4.0,6.0,3.5,39.0,54.0,55.0
E01000018,2026-02-01,4,27,5.0,6.0,3.0,3.75,45.0,29.0,35.0
E01000018,2026-03-01,4,43,4.0,4.0,4.0,4.0,27.0,39.0,27.0
E01000019,2023-04-01,3,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000019,2023-05-01,2,33,3.0,0.0,0.0,0.0,33.0,0.0,0.0
E01000019,2023-06-01,6,43,2.0,0.0,0.0,0.0,33.0,0.0,0.0
E01000019,2023-07-01,2,37,6.0,3.0,0.0,0.0,43.0,33.0,0.0
E01000019,2023-08-01,2,43,2.0,2.0,0.0,0.0,37.0,33.0,0.0
E01000019,2023-09-01,7,44,2.0,6.0,0.0,0.0,43.0,43.0,0.0
E01000019,2023-10-01,3,33,7.0,2.0,3.0,0.0,44.0,37.0,33.0
E01000019,2023-11-01,4,33,3.0,2.0,2.0,0.0,33.0,43.0,33.0
E01000019,2023-12-01,2,59,4.0,7.0,6.0,0.0,33.0,44.0,43.0
E01000019,2024-01-01,5,45,2.0,3.0,2.0,0.0,59.0,33.0,37.0
E01000019,2024-02-01,8,34,5.0,4.0,2.0,0.0,45.0,33.0,43.0
E01000019,2024-03-01,4,47,8.0,2.0,7.0,0.0,34.0,59.0,44.0
E01000019,2024-04-01,5,36,4.0,5.0,3.0,4.0,47.0,45.0,33.0
E01000019,2024-05-01,3,37,5.0,8.0,4.0,4.166666666666667,36.0,34.0,33.0
E01000019,2024-06-01,3,33,3.0,4.0,2.0,4.25,37.0,47.0,59.0
E01000019,2024-07-01,2,39,3.0,5.0,5.0,4.0,33.0,36.0,45.0
E01000019,2024-08-01,4,42,2.0,3.0,8.0,4.0,39.0,37.0,34.0
E01000019,2024-09-01,2,42,4.0,3.0,4.0,4.166666666666667,42.0,33.0,47.0
E01000019,2024-10-01,1,52,2.0,2.0,5.0,3.75,42.0,39.0,36.0
E01000019,2024-11-01,0,27,1.0,4.0,3.0,3.5833333333333335,52.0,42.0,37.0
E01000019,2024-12-01,2,44,0.0,2.0,3.0,3.25,27.0,42.0,33.0
E01000019,2025-01-01,5,37,2.0,1.0,2.0,3.25,44.0,52.0,39.0
E01000019,2025-02-01,4,36,5.0,0.0,4.0,3.25,37.0,27.0,42.0
E01000019,2025-03-01,2,42,4.0,2.0,2.0,2.9166666666666665,36.0,44.0,42.0
E01000019,2025-04-01,7,28,2.0,5.0,1.0,2.75,42.0,37.0,52.0
E01000019,2025-05-01,5,43,7.0,4.0,0.0,2.9166666666666665,28.0,36.0,27.0
E01000019,2025-06-01,4,44,5.0,2.0,2.0,3.0833333333333335,43.0,42.0,44.0
E01000019,2025-07-01,6,43,4.0,7.0,5.0,3.1666666666666665,44.0,28.0,37.0
E01000019,2025-08-01,2,45,6.0,5.0,4.0,3.5,43.0,43.0,36.0
E01000019,2025-09-01,8,36,2.0,4.0,2.0,3.3333333333333335,45.0,44.0,42.0
E01000019,2025-10-01,6,53,8.0,6.0,7.0,3.8333333333333335,36.0,43.0,28.0
